,source_id,ra,dec,pmra,pmdec,bp,rp
0,1316565638397193472,239.71348300197027,27.39701648136717,1.2342013263444191,-2.1216675988442755,13.528933,11.826894
1,1251496815141627904,208.23688086333337,22.72541881771798,-0.22154923252994085,-1.2264463090271311,13.845188,12.345517
2,4571763683234447616,257.9777783613412,23.978643798727276,2.172810974913999,-3.4175165261292006,13.784791,12.399772
3,1273802916773421184,231.0264353345915,30.317091413846725,0.1844265660269413,-1.5297150657241154,14.730636,13.418971
4,1255539891195499520,215.81883290492985,24.30811745232868,-0.09454171596659508,-1.3175081557097714,15.309255,14.088099
5,1452449538828399872,211.3607853862747,27.779675522235806,-0.2044151827092726,-1.3639095261495289,15.45555,14.055354
6,1269409749343802368,223.18620774670015,28.051498164654028,-0.08272672864881225,-1.3072157702412017,15.378321,14.113196
7,1254168937634745472,213.8445323170908,23.89821481370548,-0.16472838068561071,-1.2979576816942826,15.564694,14.385203
8,1282293036327329024,223.66330494149472,30.618324406022438,-0.0508255888208462,-1.1760549718306916,15.7521105,14.5643
9,1369167545979331328,236.05540087508422,30.514855343488712,0.10879327682798057,-1.523078788829392,15.856381,14.6313095
10,1250574977720943616,210.3390609904207,22.431506035109916,-0.2996214551126162,-1.1396156268854223,15.856289,14.7193575
11,1321146032039307648,237.92992990069027,30.611932183514924,0.15876703254812172,-1.5700010691885946,15.94504,14.835358
12,1273593013131232128,232.90665468935748,30.02547845435314,0.31093018140670736,-1.610832259805612,15.974481,14.911185
13,1223146285778269056,235.4086055696735,26.426923624128197,1.3766590824256015,-2.321291946853112,16.049671,14.921355
14,1321187469884220928,237.3490846001557,30.660544008612703,0.15763490036761835,-1.580464246064571,16.062046,14.927947
15,1442803076641292288,200.6270192449989,22.866620177112765,-0.19678393684889756,-1.3838683703908021,16.276852,15.049238
16,1280098685993076224,220.38223254376305,27.98093311266279,-0.15864108174282202,-1.3064884042081153,16.277029,15.197212
17,1269764479282723584,224.20110062754182,28.403124125650894,-0.008062636250341981,-1.5157621283522666,16.404142,15.323578
18,1250241413380996864,208.47246924065172,21.684380806854982,-0.3199137509013993,-1.2489676695880965,16.428099,15.316136
19,1257428130617551616,211.48781143450228,24.513282406494476,-0.3125731501231569,-1.349698179272298,16.419714,15.357502
20,1281196273475568128,219.7042811041528,29.405707986236504,-0.19992894284881754,-1.2715938816078258,16.501879,15.418721
21,1275331890771273856,230.01277109997963,30.210631135111782,-0.10928363226714022,-1.5380770368335108,16.571417,15.429541
22,1242960722259677440,219.46837839651076,24.09374808478073,0.4097783274452124,-1.5799084004040105,16.720072,15.6968
23,1267296522355239424,221.6164285757705,25.395147069420418,0.047357846568710116,-1.3202993478816785,16.79285,15.684515
24,1223923949736286720,234.46671902473935,26.321872833104337,1.3391558602783231,-2.3790060065865855,16.817266,15.772101
25,1450578921656639360,207.31291290575504,26.497511311931685,-0.23458397307117534,-1.3118926947247922,16.850304,15.761905
26,3745588309658961024,203.2654814532994,16.4164471265605,-0.5780387200248958,-1.7521549821722353,16.975342,15.89442
27,1266964882160121216,220.57491880401767,24.594559120148364,0.6842147891246368,-1.768399034015852,16.957012,15.933508
28,1271145465889198080,229.12519580729867,26.051075801556493,0.9832364467964672,-2.0105386256999367,17.101679,16.043922
29,1275256230627372544,229.95884836213258,29.917883733006494,0.20536722735079754,-1.4996366080803427,17.144558,16.136538
30,1269406760046565632,223.13254370237624,28.03962388917439,0.04664691195447024,-1.3601792067007388,17.196243,16.166607
31,1271629835124168832,229.52583375090455,28.11129826005113,0.9541752526453557,-1.6123704260104539,17.275297,16.28472
32,1273713817675393408,231.77196750687747,29.90424183782322,0.0447921786417681,-1.2462431478916869,17.378952,16.365728
33,1269706136447913216,225.65622832789984,28.85302530352129,-0.06914074202693349,-1.171157481880222,17.371403,16.373959
34,1276219574612432768,228.11344654065059,30.36482191433749,0.02487807581405599,-1.2416796070943132,17.403624,16.412796
35,1267317550515237888,222.4971877288782,25.60965868643519,-0.1142659595648845,-1.4966814045135077,17.436644,16.394436
36,1274876830397787136,226.68435651181846,28.512880259758766,0.005394136038464337,-1.1151832375083925,17.41335,16.395607
37,1272212537626317056,230.4856846020201,29.370629609961124,0.12525077426246434,-1.640356736715404,17.611185,16.66253
38,4567697792314742016,260.5452331445124,22.774127964198318,2.353660448467442,-3.687098745989506,17.698175,16.711592
39,1256617343871396864,210.94519881975572,22.91656818523549,-0.12359606846901416,-1.2067814932012677,17.694921,16.724302
40,1222622574646404096,233.80093891141436,26.349556903721265,1.154443396895093,-2.234651270662087,17.769545,16.769274
41,1277916773887804672,229.19340498966625,31.71957714836449,0.03324818017240361,-1.2809699722147236,17.79766,16.791067
42,1274719462797817472,228.73193564249004,28.706077400949784,0.03161655761631621,-1.731229274792982,17.827042,16.811136
43,1316525364486446464,240.05016530530602,27.46046214381937,1.1827255935472913,-2.351583744565093,17.86826,16.890673
44,1273504846043093888,231.9577820980843,29.548629313654345,0.0932249887588813,-1.8424568246601116,17.8985,16.969904
45,1269958233847566592,224.7292489340113,29.26849992298223,0.20093935732895907,-1.581710784449869,17.926579,16.97448
46,1249604894932495744,204.4857121522412,21.202211028466465,-0.4143877597513618,-1.2404657557966514,18.049465,17.097069
47,1281189538966847872,219.5871519830193,29.299860462923483,-0.062015778702678936,-1.2320688283587307,18.115185,17.168934
48,1254856334264986752,218.19422166769624,23.80215610836917,0.4501497015100838,-1.948212986038317,18.294912,17.358091
49,4555865569738297856,264.8988215636734,21.488443526318694,2.1634008194896035,-3.8250143673346364,18.650007,17.869387
